ts,cpu_percent,rss_mb,power_w,energy_j_total
1759845356.4309864,34.00,1681.00,7.456,2741.093385
1759845357.4309664,116.00,1681.00,11.482,2752.574862
1759845358.430931,90.00,1681.00,11.059,2763.633306
1759845359.430762,20.00,1681.00,3.841,2767.473567
1759845360.431041,89.00,1681.00,11.245,2778.721646
1759845361.430959,40.00,1681.00,8.430,2787.150640
1759845362.4310312,87.00,1681.00,10.516,2797.667398
1759845363.430985,102.00,1681.00,10.637,2808.303907
1759845364.4310327,0.00,1681.00,1.895,2810.198799
1759845365.4307761,19.00,1681.00,9.180,2819.376876
1759845366.430784,20.00,1681.00,6.800,2826.176969
1759845367.4307761,24.00,1681.00,5.975,2832.151746
1759845368.4310083,21.00,1681.00,5.299,2837.451720
1759845369.4307468,20.00,1681.00,5.224,2842.673997
1759845370.4309144,49.00,1681.00,8.867,2851.542077
1759845371.4307466,26.00,1681.00,5.835,2857.375680
1759845372.4310186,18.00,1681.00,7.557,2864.935231
1759845373.430764,16.00,1681.00,4.597,2869.531106
1759845374.4309874,41.00,1681.00,8.094,2877.627276
1759845375.430746,22.00,1681.00,5.609,2883.235416
1759845376.430997,30.00,1681.00,6.914,2890.151292
1759845377.4307806,16.00,1681.00,4.413,2894.562902
1759845378.4309535,45.00,1681.00,8.379,2902.943557
1759845379.4309473,12.00,1681.00,3.844,2906.787907
1759845380.4310293,56.00,1681.00,9.995,2916.783853
1759845381.4310293,11.00,1681.00,4.621,2921.404874
1759845382.4310455,26.00,1681.00,6.297,2927.702038
1759845383.4309247,16.00,1681.00,4.624,2932.325318
1759845384.4307446,40.00,1681.00,8.103,2940.426859
1759845385.4310005,13.00,1681.00,5.233,2945.660794
1759845386.431033,32.00,1681.00,7.535,2953.196175
1759845387.4309866,16.00,1681.00,3.962,2957.158323
1759845388.43093,34.00,1681.00,7.236,2964.393961
1759845389.431027,29.00,1681.00,6.677,2971.071129
1759845390.4310305,20.00,1681.00,5.892,2976.963265
1759845391.4310105,26.00,1681.00,5.687,2982.650506
1759845392.431019,30.00,1681.00,6.916,2989.566809
1759845393.4310164,26.00,1681.00,5.413,2994.979698
1759845394.4310186,24.00,1681.00,5.919,3000.898689
1759845395.4310005,15.00,1681.00,5.007,3005.905757
1759845396.4309993,23.00,1681.00,6.169,3012.074503
1759845397.430991,8.00,1681.00,3.245,3015.319429
1759845398.4309733,33.00,1681.00,6.789,3022.108047
1759845399.4307554,22.00,1681.00,4.965,3027.072084
1759845400.4309902,31.00,1681.00,7.658,3034.731428
1759845401.4309113,21.00,1681.00,4.946,3039.677338
1759845402.4309726,37.00,1681.00,8.173,3047.850535
1759845403.4310198,15.00,1681.00,4.266,3052.116820
1759845404.430921,23.00,1681.00,6.411,3058.527387
1759845405.4310079,13.00,1681.00,4.469,3062.996553
1759845406.4310308,53.00,1681.00,8.766,3071.762461
1759845407.4309118,3.00,1681.00,2.514,3074.276309
1759845408.431004,19.00,1681.00,5.410,3079.686940
1759845409.4310324,9.00,1681.00,3.355,3083.041851
1759845410.4310107,52.00,1681.00,9.506,3092.548052
1759845411.4310215,15.00,1681.00,4.183,3096.730658
1759845412.4308283,38.00,1681.00,7.289,3104.018421
1759845413.430963,18.00,1681.00,4.509,3108.528175
1759845414.4308991,17.00,1681.00,4.784,3113.312098
1759845415.431005,13.00,1681.00,4.491,3117.803908
1759845416.4310062,24.00,1681.00,6.212,3124.016172
1759845417.430787,22.00,1681.00,5.013,3129.028549
1759845418.430982,23.00,1681.00,6.334,3135.363555
1759845419.430954,29.00,1681.00,5.217,3140.580339
1759845420.4309971,30.00,1681.00,7.554,3148.135068
1759845421.4310305,31.00,1681.13,5.874,3154.008771
1759845422.4310055,31.00,1681.13,9.542,3163.550922
1759845423.430899,6.00,1681.13,3.019,3166.569774
1759845424.4309108,50.00,1681.13,8.650,3175.219959
1759845425.4309669,29.00,1681.13,6.113,3181.332981
1759845426.4310057,29.00,1681.13,6.906,3188.239457
1759845427.4308999,44.00,1681.13,6.717,3194.955932
1759845428.4310124,31.00,1681.13,7.208,3202.165142
1759845429.4309847,15.00,1681.13,4.299,3206.464203
1759845430.431034,31.00,1681.13,7.488,3213.952770
1759845431.4310203,25.00,1681.25,5.714,3219.666257
1759845432.430992,43.00,1681.25,9.199,3228.864536
1759845433.4308977,20.00,1681.25,4.959,3233.823447
1759845434.4309833,32.00,1681.25,6.973,3240.797306
1759845435.430912,16.00,1681.25,4.953,3245.750113
1759845436.4307823,41.00,1681.25,8.167,3253.915742
1759845437.430996,8.00,1681.25,3.543,3257.459861
1759845438.4308991,33.00,1681.25,7.155,3264.614018
1759845439.430968,13.00,1681.25,4.090,3268.704034
1759845440.430771,35.00,1681.25,7.820,3276.522312
1759845441.4309866,6.00,1681.25,3.254,3279.776882
1759845442.4310021,54.00,1681.25,8.911,3288.687992
1759845443.4310308,19.00,1681.25,4.812,3293.499747
1759845444.4310086,33.00,1681.25,7.004,3300.503879
1759845445.4310336,40.00,1681.25,7.338,3307.842545
1759845446.4310317,41.00,1681.25,8.002,3315.844233
1759845447.431029,12.00,1681.25,3.929,3319.773056
1759845448.4309607,36.00,1681.25,7.495,3327.267666
1759845449.4310324,15.00,1681.25,4.142,3331.410233
1759845450.4310315,39.00,1681.25,8.097,3339.507320
1759845451.43103,28.00,1681.25,5.594,3345.101238
1759845452.4309955,55.00,1681.38,9.374,3354.474628
1759845453.4310064,16.00,1681.38,5.046,3359.520391
1759845454.430899,17.00,1681.38,5.099,3364.619194
1759845455.430958,21.00,1681.38,5.344,3369.963602
1759845456.430933,27.00,1681.38,6.423,3376.386070
1759845457.4310107,19.00,1681.38,6.185,3382.571601
1759845458.4309857,38.00,1681.38,7.698,3390.269519
1759845459.4309804,9.00,1681.38,3.627,3393.896280
1759845460.4309149,22.00,1681.38,6.431,3400.326622
1759845461.4310346,35.00,1681.38,6.137,3406.464424
1759845462.4310296,32.00,1681.38,7.605,3414.068957
1759845463.4310288,16.00,1681.38,4.922,3418.990698
1759845464.4310226,33.00,1681.38,6.983,3425.974017
1759845465.4310277,16.00,1681.38,4.995,3430.969488
1759845466.4310327,45.00,1681.38,8.408,3439.377181
1759845467.431039,15.00,1681.38,4.229,3443.606418
1759845468.431008,34.00,1681.38,6.987,3450.593461
1759845469.4309123,25.00,1681.38,5.304,3455.897158
1759845470.4310064,20.00,1681.38,5.553,3461.450184
1759845471.4309711,13.00,1681.38,3.883,3465.333475
1759845472.4310095,23.00,1681.38,6.169,3471.502221
1759845473.4310298,31.00,1681.38,5.564,3477.066233
1759845474.4310107,30.00,1681.38,6.653,3483.719597
1759845475.4310203,9.00,1681.38,4.170,3487.889691
1759845476.4310088,42.00,1681.38,7.941,3495.830711
1759845477.430899,5.00,1681.38,2.523,3498.353349
1759845478.430895,23.00,1681.38,6.345,3504.698120
1759845479.4309843,16.00,1681.38,4.103,3508.801747
1759845480.4309611,20.00,1681.38,6.357,3515.158603
1759845481.4307694,30.00,1681.38,6.007,3521.164630
1759845482.430923,51.00,1681.38,8.517,3529.683041
1759845483.4310308,13.00,1681.38,3.915,3533.598925
